order,type,orderNumber
Pork Tenderloin,Meat,22070
Cantina Pinot Bianco,Wine,22070
Caesar Salad,Side,22081
Duck,Meat,22081
Meiomi Pinot Noir,Wine,22081
Caesar Salad,Side,22082
Duck,Meat,22082
Cantina Pinot Bianco,Wine,22082
Caesar Salad,Side,22092
Duck,Meat,22092
Duckhorn Chardonnay,Wine,22092
Caesar Salad,Side,22105
Pork Tenderloin,Meat,22105
Cantina Pinot Bianco,Wine,22105
Caesar Salad,Side,22106
Pork Tenderloin,Meat,22106
Cantina Pinot Bianco,Wine,22106
Caesar Salad,Side,22125
Duck,Meat,22125
Duckhorn Chardonnay,Wine,22125
Caesar Salad,Side,22126
Roast Chicken,Meat,22126
Duckhorn Chardonnay,Wine,22126
Caesar Salad,Side,22146
Pork Tenderloin,Meat,22146
Cantina Pinot Bianco,Wine,22146
Roasted Root Veg,Side,22160
Pork Tenderloin,Meat,22160
Cantina Pinot Bianco,Wine,22160
Roasted Root Veg,Side,22168
Pork Tenderloin,Meat,22168
Cantina Pinot Bianco,Wine,22168
Roasted Root Veg,Side,22171
Pork Tenderloin,Meat,22171
Cantina Pinot Bianco,Wine,22171
Roasted Root Veg,Side,22173
Duck,Meat,22173
Blackstone Merlot,Wine,22173
Roasted Root Veg,Side,22187
Pork Tenderloin,Meat,22187
Cantina Pinot Bianco,Wine,22187
Roasted Root Veg,Side,22200
Pork Tenderloin,Meat,22200
Cantina Pinot Bianco,Wine,22200
Roasted Root Veg,Side,22205
Roast Chicken,Meat,22205
Meiomi Pinot Noir,Wine,22205
Roasted Root Veg,Side,22239
Pork Tenderloin,Meat,22239
Duckhorn Chardonnay,Wine,22239
Roasted Root Veg,Side,22242
Duck,Meat,22242
Cantina Pinot Bianco,Wine,22242
Roasted Root Veg,Side,22267
Pork Tenderloin,Meat,22267
Blackstone Merlot,Wine,22267
Roasted Root Veg,Side,22274
Roast Chicken,Meat,22274
Duckhorn Chardonnay,Wine,22274
Roasted Root Veg,Side,22291
Duck,Meat,22291
Blackstone Merlot,Wine,22291
Roasted Root Veg,Side,22306
Roast Chicken,Meat,22306
Meiomi Pinot Noir,Wine,22306
Roasted Root Veg,Side,22310
Pork Tenderloin,Meat,22310
Cantina Pinot Bianco,Wine,22310
Roasted Root Veg,Side,22311
Filet Mignon,Meat,22311
Blackstone Merlot,Wine,22311
Roasted Root Veg,Side,22315
Roast Chicken,Meat,22315
Blackstone Merlot,Wine,22315
Roasted Root Veg,Side,22317
Pork Tenderloin,Meat,22317
Cantina Pinot Bianco,Wine,22317
Roasted Root Veg,Side,22328
Pork Tenderloin,Meat,22328
Cantina Pinot Bianco,Wine,22328
Roasted Root Veg,Side,22335
Pork Tenderloin,Meat,22335
Cantina Pinot Bianco,Wine,22335
Roasted Root Veg,Side,22341
Pork Tenderloin,Meat,22341
Cantina Pinot Bianco,Wine,22341
Roasted Root Veg,Side,22355
Pork Tenderloin,Meat,22355
Cantina Pinot Bianco,Wine,22355
Baked Beans,Side,22371
Pork Tenderloin,Meat,22371
Cantina Pinot Bianco,Wine,22371
Baked Beans,Side,22404
Roast Chicken,Meat,22404
Duckhorn Chardonnay,Wine,22404
Baked Beans,Side,22435
Pork Tenderloin,Meat,22435
Cantina Pinot Bianco,Wine,22435
Baked Beans,Side,22443
Roast Chicken,Meat,22443
Duckhorn Chardonnay,Wine,22443
Baked Beans,Side,22451
Pork Tenderloin,Meat,22451
Cantina Pinot Bianco,Wine,22451
Baked Beans,Side,22458
Pork Tenderloin,Meat,22458
Cantina Pinot Bianco,Wine,22458
Risotto,Side,22470
Pork Tenderloin,Meat,22470
Cantina Pinot Bianco,Wine,22470
Risotto,Side,22513
Roast Chicken,Meat,22513
Duckhorn Chardonnay,Wine,22513
Risotto,Side,22520
Duck,Meat,22520
Duckhorn Chardonnay,Wine,22520
Risotto,Side,22530
Pork Tenderloin,Meat,22530
Cantina Pinot Bianco,Wine,22530
Risotto,Side,22536
Pork Tenderloin,Meat,22536
Cantina Pinot Bianco,Wine,22536
Risotto,Side,22550
Pork Tenderloin,Meat,22550
Cantina Pinot Bianco,Wine,22550
Steamed Seasonal Veg,Side,22560
Duck,Meat,22560
Duckhorn Chardonnay,Wine,22560
Steamed Seasonal Veg,Side,22581
Roast Chicken,Meat,22581
Duckhorn Chardonnay,Wine,22581
Steamed Seasonal Veg,Side,22583
Roast Chicken,Meat,22583
Blackstone Merlot,Wine,22583
Steamed Seasonal Veg,Side,22597
Roast Chicken,Meat,22597
Duckhorn Chardonnay,Wine,22597
Steamed Seasonal Veg,Side,22607
Duck,Meat,22607
Duckhorn Chardonnay,Wine,22607
Steamed Seasonal Veg,Side,22650
Roast Chicken,Meat,22650
Duckhorn Chardonnay,Wine,22650
Steamed Seasonal Veg,Side,22653
Pork Tenderloin,Meat,22653
Cantina Pinot Bianco,Wine,22653
Steamed Seasonal Veg,Side,22659
Duck,Meat,22659
Blackstone Merlot,Wine,22659
Steamed Seasonal Veg,Side,22665
Filet Mignon,Meat,22665
Meiomi Pinot Noir,Wine,22665
Steamed Seasonal Veg,Side,22681
Filet Mignon,Meat,22681
Blackstone Merlot,Wine,22681
Steamed Seasonal Veg,Side,22691
Pork Tenderloin,Meat,22691
Duckhorn Chardonnay,Wine,22691
Steamed Seasonal Veg,Side,22692
Filet Mignon,Meat,22692
Blackstone Merlot,Wine,22692
Steamed Seasonal Veg,Side,22700
Roast Chicken,Meat,22700
Duckhorn Chardonnay,Wine,22700
Steamed Seasonal Veg,Side,22703
Pork Tenderloin,Meat,22703
Cantina Pinot Bianco,Wine,22703
Steamed Seasonal Veg,Side,22737
Pork Tenderloin,Meat,22737
Cantina Pinot Bianco,Wine,22737
Steamed Seasonal Veg,Side,22753
Roast Chicken,Meat,22753
Duckhorn Chardonnay,Wine,22753
Steamed Seasonal Veg,Side,22759
Roast Chicken,Meat,22759
Duckhorn Chardonnay,Wine,22759
Mashed Potatoes,Side,22770
Duck,Meat,22770
Duckhorn Chardonnay,Wine,22770
Mashed Potatoes,Side,22804
Pork Tenderloin,Meat,22804
Duckhorn Chardonnay,Wine,22804
Mashed Potatoes,Side,22809
Roast Chicken,Meat,22809
Duckhorn Chardonnay,Wine,22809
Mashed Potatoes,Side,22809
Filet Mignon,Meat,22809
Blackstone Merlot,Wine,22809
Mashed Potatoes,Side,22810
Filet Mignon,Meat,22810
Blackstone Merlot,Wine,22810
Mashed Potatoes,Side,22846
Pork Tenderloin,Meat,22846
Cantina Pinot Bianco,Wine,22846
Mashed Potatoes,Side,22861
Duck,Meat,22861
Meiomi Pinot Noir,Wine,22861
Caesar Salad,Side,22876
Filet Mignon,Meat,22876
Blackstone Merlot,Wine,22876
Caesar Salad,Side,22894
Pork Tenderloin,Meat,22894
Cantina Pinot Bianco,Wine,22894
Caesar Salad,Side,22903
Duck,Meat,22903
Blackstone Merlot,Wine,22903
Caesar Salad,Side,22942
Pork Tenderloin,Meat,22942
Cantina Pinot Bianco,Wine,22942
Caesar Salad,Side,22945
Duck,Meat,22945
Duckhorn Chardonnay,Wine,22945
Caesar Salad,Side,22949
Pork Tenderloin,Meat,22949
Cantina Pinot Bianco,Wine,22949
Caesar Salad,Side,22952
Pork Tenderloin,Meat,22952
Cantina Pinot Bianco,Wine,22952
Caesar Salad,Side,22953
Roast Chicken,Meat,22953
Duckhorn Chardonnay,Wine,22953
Caesar Salad,Side,22963
Duck,Meat,22963
Blackstone Merlot,Wine,22963
Roasted Root Veg,Side,22968
Pork Tenderloin,Meat,22968
Cantina Pinot Bianco,Wine,22968
Roasted Root Veg,Side,22973
Filet Mignon,Meat,22973
Blackstone Merlot,Wine,22973
Roasted Root Veg,Side,22982
Roast Chicken,Meat,22982
Duckhorn Chardonnay,Wine,22982
Roasted Root Veg,Side,22993
Pork Tenderloin,Meat,22993
Duckhorn Chardonnay,Wine,22993
Roasted Root Veg,Side,23014
Pork Tenderloin,Meat,23014
Cantina Pinot Bianco,Wine,23014
Roasted Root Veg,Side,23017
Filet Mignon,Meat,23017
Blackstone Merlot,Wine,23017
Roasted Root Veg,Side,23026
Pork Tenderloin,Meat,23026
Cantina Pinot Bianco,Wine,23026
Roasted Root Veg,Side,23028
Duck,Meat,23028
Duckhorn Chardonnay,Wine,23028
Roasted Root Veg,Side,23045
Roast Chicken,Meat,23045
Duckhorn Chardonnay,Wine,23045
Roasted Root Veg,Side,23046
Pork Tenderloin,Meat,23046
Cantina Pinot Bianco,Wine,23046
Roasted Root Veg,Side,23049
Pork Tenderloin,Meat,23049
Cantina Pinot Bianco,Wine,23049
Roasted Root Veg,Side,23064
Pork Tenderloin,Meat,23064
Cantina Pinot Bianco,Wine,23064
Roasted Root Veg,Side,23080
Duck,Meat,23080
Duckhorn Chardonnay,Wine,23080
Roasted Root Veg,Side,23080
Pork Tenderloin,Meat,23080
Cantina Pinot Bianco,Wine,23080
Roasted Root Veg,Side,23086
Pork Tenderloin,Meat,23086
Cantina Pinot Bianco,Wine,23086
Roasted Root Veg,Side,23087
Pork Tenderloin,Meat,23087
Cantina Pinot Bianco,Wine,23087
Roasted Root Veg,Side,23102
Pork Tenderloin,Meat,23102
Cantina Pinot Bianco,Wine,23102
Roasted Root Veg,Side,23105
Pork Tenderloin,Meat,23105
Cantina Pinot Bianco,Wine,23105
Roasted Root Veg,Side,23130
Pork Tenderloin,Meat,23130
Duckhorn Chardonnay,Wine,23130
Roasted Root Veg,Side,23148
Pork Tenderloin,Meat,23148
Cantina Pinot Bianco,Wine,23148
Roasted Root Veg,Side,23163
Filet Mignon,Meat,23163
Duckhorn Chardonnay,Wine,23163
Baked Beans,Side,23183
Pork Tenderloin,Meat,23183
Cantina Pinot Bianco,Wine,23183
Baked Beans,Side,23193
Duck,Meat,23193
Duckhorn Chardonnay,Wine,23193
Baked Beans,Side,23220
Roast Chicken,Meat,23220
Duckhorn Chardonnay,Wine,23220
Baked Beans,Side,23227
Pork Tenderloin,Meat,23227
Duckhorn Chardonnay,Wine,23227
Baked Beans,Side,23238
Pork Tenderloin,Meat,23238
Cantina Pinot Bianco,Wine,23238
Baked Beans,Side,23238
Pork Tenderloin,Meat,23238
Blackstone Merlot,Wine,23238
Baked Beans,Side,23239
Duck,Meat,23239
Cantina Pinot Bianco,Wine,23239
Risotto,Side,23272
Roast Chicken,Meat,23272
Duckhorn Chardonnay,Wine,23272
Risotto,Side,23302
Pork Tenderloin,Meat,23302
Blackstone Merlot,Wine,23302
Risotto,Side,23306
Duck,Meat,23306
Duckhorn Chardonnay,Wine,23306
Risotto,Side,23311
Pork Tenderloin,Meat,23311
Cantina Pinot Bianco,Wine,23311
Risotto,Side,23323
Duck,Meat,23323
Cantina Pinot Bianco,Wine,23323
Risotto,Side,23323
Duck,Meat,23323
Blackstone Merlot,Wine,23323
Risotto,Side,23327
Duck,Meat,23327
Cantina Pinot Bianco,Wine,23327
Risotto,Side,23340
Pork Tenderloin,Meat,23340
Cantina Pinot Bianco,Wine,23340
Steamed Seasonal Veg,Side,23375
Pork Tenderloin,Meat,23375
Cantina Pinot Bianco,Wine,23375
Steamed Seasonal Veg,Side,23388
Duck,Meat,23388
Cantina Pinot Bianco,Wine,23388
Steamed Seasonal Veg,Side,23389
Roast Chicken,Meat,23389
Duckhorn Chardonnay,Wine,23389
Steamed Seasonal Veg,Side,23411
Pork Tenderloin,Meat,23411
Blackstone Merlot,Wine,23411
Steamed Seasonal Veg,Side,23418
Pork Tenderloin,Meat,23418
Blackstone Merlot,Wine,23418
Steamed Seasonal Veg,Side,23446
Pork Tenderloin,Meat,23446
Cantina Pinot Bianco,Wine,23446
Steamed Seasonal Veg,Side,23456
Pork Tenderloin,Meat,23456
Cantina Pinot Bianco,Wine,23456
Steamed Seasonal Veg,Side,23457
Pork Tenderloin,Meat,23457
Cantina Pinot Bianco,Wine,23457
Steamed Seasonal Veg,Side,23458
Duck,Meat,23458
Duckhorn Chardonnay,Wine,23458
Steamed Seasonal Veg,Side,23459
Roast Chicken,Meat,23459
Cantina Pinot Bianco,Wine,23459
Steamed Seasonal Veg,Side,23465
Roast Chicken,Meat,23465
Duckhorn Chardonnay,Wine,23465
Steamed Seasonal Veg,Side,23470
Filet Mignon,Meat,23470
Blackstone Merlot,Wine,23470
Steamed Seasonal Veg,Side,23474
Pork Tenderloin,Meat,23474
Cantina Pinot Bianco,Wine,23474
Steamed Seasonal Veg,Side,23478
Pork Tenderloin,Meat,23478
Cantina Pinot Bianco,Wine,23478
Steamed Seasonal Veg,Side,23515
Pork Tenderloin,Meat,23515
Cantina Pinot Bianco,Wine,23515
Steamed Seasonal Veg,Side,23537
Pork Tenderloin,Meat,23537
Cantina Pinot Bianco,Wine,23537
Steamed Seasonal Veg,Side,23558
Pork Tenderloin,Meat,23558
Cantina Pinot Bianco,Wine,23558
Steamed Seasonal Veg,Side,23567
Pork Tenderloin,Meat,23567
Duckhorn Chardonnay,Wine,23567
Steamed Seasonal Veg,Side,23568
Duck,Meat,23568
Duckhorn Chardonnay,Wine,23568
Mashed Potatoes,Side,23598
Pork Tenderloin,Meat,23598
Cantina Pinot Bianco,Wine,23598
Mashed Potatoes,Side,23628
Pork Tenderloin,Meat,23628
Cantina Pinot Bianco,Wine,23628
Mashed Potatoes,Side,23636
Roast Chicken,Meat,23636
Duckhorn Chardonnay,Wine,23636
Mashed Potatoes,Side,23638
Duck,Meat,23638
Meiomi Pinot Noir,Wine,23638
Mashed Potatoes,Side,23654
Pork Tenderloin,Meat,23654
Cantina Pinot Bianco,Wine,23654
Mashed Potatoes,Side,23656
Pork Tenderloin,Meat,23656
Cantina Pinot Bianco,Wine,23656
Mashed Potatoes,Side,23661
Pork Tenderloin,Meat,23661
Cantina Pinot Bianco,Wine,23661
Mashed Potatoes,Side,23669
Duck,Meat,23669
Duckhorn Chardonnay,Wine,23669
Mashed Potatoes,Side,23673
Pork Tenderloin,Meat,23673
Cantina Pinot Bianco,Wine,23673
Mashed Potatoes,Side,23673
Pork Tenderloin,Meat,23673
Cantina Pinot Bianco,Wine,23673
Caesar Salad,Side,23680
Pork Tenderloin,Meat,23680
Cantina Pinot Bianco,Wine,23680
Caesar Salad,Side,23683
Duck,Meat,23683
Duckhorn Chardonnay,Wine,23683
Caesar Salad,Side,23689
Pork Tenderloin,Meat,23689
Cantina Pinot Bianco,Wine,23689
Caesar Salad,Side,23695
Pork Tenderloin,Meat,23695
Blackstone Merlot,Wine,23695
Caesar Salad,Side,23697
Pork Tenderloin,Meat,23697
Cantina Pinot Bianco,Wine,23697
Caesar Salad,Side,23709
Pork Tenderloin,Meat,23709
Cantina Pinot Bianco,Wine,23709
Caesar Salad,Side,23710
Pork Tenderloin,Meat,23710
Cantina Pinot Bianco,Wine,23710
Caesar Salad,Side,23734
Pork Tenderloin,Meat,23734
Cantina Pinot Bianco,Wine,23734
Caesar Salad,Side,23742
Pork Tenderloin,Meat,23742
Cantina Pinot Bianco,Wine,23742
Caesar Salad,Side,23757
Filet Mignon,Meat,23757
Meiomi Pinot Noir,Wine,23757
Roasted Root Veg,Side,23783
Duck,Meat,23783
Duckhorn Chardonnay,Wine,23783
Roasted Root Veg,Side,23806
Filet Mignon,Meat,23806
Blackstone Merlot,Wine,23806
Roasted Root Veg,Side,23818
Pork Tenderloin,Meat,23818
Cantina Pinot Bianco,Wine,23818
Roasted Root Veg,Side,23824
Pork Tenderloin,Meat,23824
Cantina Pinot Bianco,Wine,23824
Roasted Root Veg,Side,23846
Pork Tenderloin,Meat,23846
Cantina Pinot Bianco,Wine,23846
Roasted Root Veg,Side,23854
Pork Tenderloin,Meat,23854
Cantina Pinot Bianco,Wine,23854
Roasted Root Veg,Side,23869
Pork Tenderloin,Meat,23869
Cantina Pinot Bianco,Wine,23869
Roasted Root Veg,Side,23878
Roast Chicken,Meat,23878
Duckhorn Chardonnay,Wine,23878
Roasted Root Veg,Side,23879
Pork Tenderloin,Meat,23879
Blackstone Merlot,Wine,23879
Roasted Root Veg,Side,23908
Duck,Meat,23908
Blackstone Merlot,Wine,23908
Roasted Root Veg,Side,23926
Pork Tenderloin,Meat,23926
Cantina Pinot Bianco,Wine,23926
Roasted Root Veg,Side,23931
Roast Chicken,Meat,23931
Duckhorn Chardonnay,Wine,23931
Roasted Root Veg,Side,23934
Duck,Meat,23934
Duckhorn Chardonnay,Wine,23934
Roasted Root Veg,Side,23935
Pork Tenderloin,Meat,23935
Cantina Pinot Bianco,Wine,23935
Roasted Root Veg,Side,23939
Roast Chicken,Meat,23939
Duckhorn Chardonnay,Wine,23939
Roasted Root Veg,Side,23939
Filet Mignon,Meat,23939
Blackstone Merlot,Wine,23939
Roasted Root Veg,Side,23949
Filet Mignon,Meat,23949
Blackstone Merlot,Wine,23949
Roasted Root Veg,Side,23964
Duck,Meat,23964
Blackstone Merlot,Wine,23964
Roasted Root Veg,Side,23965
Filet Mignon,Meat,23965
Blackstone Merlot,Wine,23965
Roasted Root Veg,Side,23972
Pork Tenderloin,Meat,23972
Cantina Pinot Bianco,Wine,23972
Roasted Root Veg,Side,23977
Duck,Meat,23977
Cantina Pinot Bianco,Wine,23977
Baked Beans,Side,23984
Pork Tenderloin,Meat,23984
Cantina Pinot Bianco,Wine,23984
Baked Beans,Side,23994
Pork Tenderloin,Meat,23994
Cantina Pinot Bianco,Wine,23994
Baked Beans,Side,23999
Pork Tenderloin,Meat,23999
Cantina Pinot Bianco,Wine,23999
Baked Beans,Side,24000
Duck,Meat,24000
Duckhorn Chardonnay,Wine,24000
Baked Beans,Side,24015
Pork Tenderloin,Meat,24015
Cantina Pinot Bianco,Wine,24015
Baked Beans,Side,24024
Pork Tenderloin,Meat,24024
Cantina Pinot Bianco,Wine,24024
Baked Beans,Side,24029
Pork Tenderloin,Meat,24029
Cantina Pinot Bianco,Wine,24029
Baked Beans,Side,24041
Duck,Meat,24041
Duckhorn Chardonnay,Wine,24041
Baked Beans,Side,24042
Roast Chicken,Meat,24042
Duckhorn Chardonnay,Wine,24042
Baked Beans,Side,24045
Pork Tenderloin,Meat,24045
Cantina Pinot Bianco,Wine,24045
Baked Beans,Side,24047
Filet Mignon,Meat,24047
Blackstone Merlot,Wine,24047
Baked Beans,Side,24059
Pork Tenderloin,Meat,24059
Cantina Pinot Bianco,Wine,24059
Baked Beans,Side,24060
Pork Tenderloin,Meat,24060
Duckhorn Chardonnay,Wine,24060
Baked Beans,Side,24075
Pork Tenderloin,Meat,24075
Cantina Pinot Bianco,Wine,24075
Risotto,Side,24085
Pork Tenderloin,Meat,24085
Cantina Pinot Bianco,Wine,24085
Risotto,Side,24087
Pork Tenderloin,Meat,24087
Cantina Pinot Bianco,Wine,24087
Risotto,Side,24093
Pork Tenderloin,Meat,24093
Cantina Pinot Bianco,Wine,24093
Risotto,Side,24100
Pork Tenderloin,Meat,24100
Cantina Pinot Bianco,Wine,24100
Risotto,Side,24112
Pork Tenderloin,Meat,24112
Blackstone Merlot,Wine,24112
Risotto,Side,24131
Pork Tenderloin,Meat,24131
Cantina Pinot Bianco,Wine,24131
Risotto,Side,24136
Pork Tenderloin,Meat,24136
Cantina Pinot Bianco,Wine,24136
Risotto,Side,24140
Pork Tenderloin,Meat,24140
Cantina Pinot Bianco,Wine,24140
Risotto,Side,24154
Duck,Meat,24154
Meiomi Pinot Noir,Wine,24154
Risotto,Side,24169
Filet Mignon,Meat,24169
Blackstone Merlot,Wine,24169
Risotto,Side,24173
Pork Tenderloin,Meat,24173
Cantina Pinot Bianco,Wine,24173
Steamed Seasonal Veg,Side,24196
Pork Tenderloin,Meat,24196
Cantina Pinot Bianco,Wine,24196
Steamed Seasonal Veg,Side,24206
Pork Tenderloin,Meat,24206
Cantina Pinot Bianco,Wine,24206
Steamed Seasonal Veg,Side,24224
Pork Tenderloin,Meat,24224
Cantina Pinot Bianco,Wine,24224
Steamed Seasonal Veg,Side,24236
Duck,Meat,24236
Cantina Pinot Bianco,Wine,24236
Steamed Seasonal Veg,Side,24247
Pork Tenderloin,Meat,24247
Cantina Pinot Bianco,Wine,24247
Steamed Seasonal Veg,Side,24250
Pork Tenderloin,Meat,24250
Cantina Pinot Bianco,Wine,24250
Steamed Seasonal Veg,Side,24277
Pork Tenderloin,Meat,24277
Cantina Pinot Bianco,Wine,24277
Steamed Seasonal Veg,Side,24278
Pork Tenderloin,Meat,24278
Cantina Pinot Bianco,Wine,24278
Steamed Seasonal Veg,Side,24282
Pork Tenderloin,Meat,24282
Cantina Pinot Bianco,Wine,24282
Steamed Seasonal Veg,Side,24289
Pork Tenderloin,Meat,24289
Cantina Pinot Bianco,Wine,24289
Steamed Seasonal Veg,Side,24291
Duck,Meat,24291
Duckhorn Chardonnay,Wine,24291
Steamed Seasonal Veg,Side,24305
Roast Chicken,Meat,24305
Duckhorn Chardonnay,Wine,24305
Steamed Seasonal Veg,Side,24308
Pork Tenderloin,Meat,24308
Cantina Pinot Bianco,Wine,24308
Steamed Seasonal Veg,Side,24309
Pork Tenderloin,Meat,24309
Cantina Pinot Bianco,Wine,24309
Steamed Seasonal Veg,Side,24315
Pork Tenderloin,Meat,24315
Duckhorn Chardonnay,Wine,24315
Steamed Seasonal Veg,Side,24323
Pork Tenderloin,Meat,24323
Cantina Pinot Bianco,Wine,24323
Steamed Seasonal Veg,Side,24336
Roast Chicken,Meat,24336
Duckhorn Chardonnay,Wine,24336
Steamed Seasonal Veg,Side,24350
Filet Mignon,Meat,24350
Duckhorn Chardonnay,Wine,24350
Steamed Seasonal Veg,Side,24355
Pork Tenderloin,Meat,24355
Cantina Pinot Bianco,Wine,24355
Steamed Seasonal Veg,Side,24370
Pork Tenderloin,Meat,24370
Cantina Pinot Bianco,Wine,24370
Steamed Seasonal Veg,Side,24371
Pork Tenderloin,Meat,24371
Cantina Pinot Bianco,Wine,24371
Steamed Seasonal Veg,Side,24383
Filet Mignon,Meat,24383
Blackstone Merlot,Wine,24383
Mashed Potatoes,Side,24396
Pork Tenderloin,Meat,24396
Cantina Pinot Bianco,Wine,24396
Mashed Potatoes,Side,24428
Filet Mignon,Meat,24428
Blackstone Merlot,Wine,24428
Mashed Potatoes,Side,24441
Roast Chicken,Meat,24441
Duckhorn Chardonnay,Wine,24441
Mashed Potatoes,Side,24467
Roast Chicken,Meat,24467
Cantina Pinot Bianco,Wine,24467
Mashed Potatoes,Side,24473
Duck,Meat,24473
Duckhorn Chardonnay,Wine,24473
Mashed Potatoes,Side,24475
Filet Mignon,Meat,24475
Blackstone Merlot,Wine,24475
Mashed Potatoes,Side,24477
Pork Tenderloin,Meat,24477
Cantina Pinot Bianco,Wine,24477
Mashed Potatoes,Side,24480
Pork Tenderloin,Meat,24480
Cantina Pinot Bianco,Wine,24480
Mashed Potatoes,Side,24484
Duck,Meat,24484
Meiomi Pinot Noir,Wine,24484
Caesar Salad,Side,24503
Pork Tenderloin,Meat,24503
Cantina Pinot Bianco,Wine,24503
Caesar Salad,Side,24504
Roast Chicken,Meat,24504
Meiomi Pinot Noir,Wine,24504
Caesar Salad,Side,24508
Pork Tenderloin,Meat,24508
Cantina Pinot Bianco,Wine,24508
Caesar Salad,Side,24516
Pork Tenderloin,Meat,24516
Cantina Pinot Bianco,Wine,24516
Caesar Salad,Side,24529
Pork Tenderloin,Meat,24529
Cantina Pinot Bianco,Wine,24529
Caesar Salad,Side,24554
Roast Chicken,Meat,24554
Duckhorn Chardonnay,Wine,24554
Caesar Salad,Side,24555
Pork Tenderloin,Meat,24555
Cantina Pinot Bianco,Wine,24555
Caesar Salad,Side,24578
Roast Chicken,Meat,24578
Duckhorn Chardonnay,Wine,24578
Roasted Root Veg,Side,24602
Duck,Meat,24602
Cantina Pinot Bianco,Wine,24602
Roasted Root Veg,Side,24605
Pork Tenderloin,Meat,24605
Cantina Pinot Bianco,Wine,24605
Roasted Root Veg,Side,24605
Pork Tenderloin,Meat,24605
Cantina Pinot Bianco,Wine,24605
Roasted Root Veg,Side,24606
Pork Tenderloin,Meat,24606
Cantina Pinot Bianco,Wine,24606
Roasted Root Veg,Side,24643
Pork Tenderloin,Meat,24643
Cantina Pinot Bianco,Wine,24643
Roasted Root Veg,Side,24655
Pork Tenderloin,Meat,24655
Cantina Pinot Bianco,Wine,24655
Roasted Root Veg,Side,24688
Roast Chicken,Meat,24688
Duckhorn Chardonnay,Wine,24688
Roasted Root Veg,Side,24703
Pork Tenderloin,Meat,24703
Cantina Pinot Bianco,Wine,24703
Roasted Root Veg,Side,24705
Pork Tenderloin,Meat,24705
Cantina Pinot Bianco,Wine,24705
Roasted Root Veg,Side,24720
Pork Tenderloin,Meat,24720
Cantina Pinot Bianco,Wine,24720
Roasted Root Veg,Side,24734
Roast Chicken,Meat,24734
Duckhorn Chardonnay,Wine,24734
Roasted Root Veg,Side,24744
Roast Chicken,Meat,24744
Cantina Pinot Bianco,Wine,24744
Baked Beans,Side,24802
Pork Tenderloin,Meat,24802
Cantina Pinot Bianco,Wine,24802
Baked Beans,Side,24807
Pork Tenderloin,Meat,24807
Cantina Pinot Bianco,Wine,24807
Baked Beans,Side,24821
Pork Tenderloin,Meat,24821
Cantina Pinot Bianco,Wine,24821
Baked Beans,Side,24844
Filet Mignon,Meat,24844
Meiomi Pinot Noir,Wine,24844
Baked Beans,Side,24850
Pork Tenderloin,Meat,24850
Cantina Pinot Bianco,Wine,24850
Risotto,Side,24901
Duck,Meat,24901
Duckhorn Chardonnay,Wine,24901
Risotto,Side,24906
Pork Tenderloin,Meat,24906
Cantina Pinot Bianco,Wine,24906
Risotto,Side,24910
Pork Tenderloin,Meat,24910
Cantina Pinot Bianco,Wine,24910
Risotto,Side,24929
Roast Chicken,Meat,24929
Duckhorn Chardonnay,Wine,24929
Risotto,Side,24941
Pork Tenderloin,Meat,24941
Cantina Pinot Bianco,Wine,24941
Risotto,Side,24942
Pork Tenderloin,Meat,24942
Cantina Pinot Bianco,Wine,24942
Risotto,Side,24943
Pork Tenderloin,Meat,24943
Cantina Pinot Bianco,Wine,24943
Risotto,Side,24947
Pork Tenderloin,Meat,24947
Cantina Pinot Bianco,Wine,24947
Risotto,Side,24964
Pork Tenderloin,Meat,24964
Cantina Pinot Bianco,Wine,24964
Risotto,Side,24976
Duck,Meat,24976
Duckhorn Chardonnay,Wine,24976
Risotto,Side,24984
Duck,Meat,24984
Duckhorn Chardonnay,Wine,24984
Risotto,Side,24987
Duck,Meat,24987
Duckhorn Chardonnay,Wine,24987
Steamed Seasonal Veg,Side,25011
Duck,Meat,25011
Duckhorn Chardonnay,Wine,25011
Steamed Seasonal Veg,Side,25013
Pork Tenderloin,Meat,25013
Cantina Pinot Bianco,Wine,25013
Steamed Seasonal Veg,Side,25039
Pork Tenderloin,Meat,25039
Cantina Pinot Bianco,Wine,25039
Steamed Seasonal Veg,Side,25053
Pork Tenderloin,Meat,25053
Cantina Pinot Bianco,Wine,25053
Steamed Seasonal Veg,Side,25067
Pork Tenderloin,Meat,25067
Cantina Pinot Bianco,Wine,25067
Steamed Seasonal Veg,Side,25075
Filet Mignon,Meat,25075
Blackstone Merlot,Wine,25075
Steamed Seasonal Veg,Side,25079
Pork Tenderloin,Meat,25079
Blackstone Merlot,Wine,25079
Steamed Seasonal Veg,Side,25099
